Date,Currency,Exchange
2/26/2018,GBP,0.7128
2/27/2018,USD,1
2/27/2018,CAD,1.272
2/27/2018,AUD,1.2762
2/27/2018,EUR,0.8129
2/27/2018,GBP,0.7186
2/28/2018,USD,1
2/28/2018,CAD,1.2779
2/28/2018,AUD,1.2803
2/28/2018,EUR,0.8187
2/28/2018,GBP,0.7239
3/1/2018,USD,1
3/1/2018,CAD,1.2862
3/1/2018,AUD,1.2937
3/1/2018,EUR,0.8216
3/1/2018,GBP,0.7273
3/2/2018,USD,1
3/2/2018,CAD,1.288
3/2/2018,AUD,1.2902
3/2/2018,EUR,0.8122
3/2/2018,GBP,0.7255
3/3/2018,USD,1
3/3/2018,CAD,1.288
3/3/2018,AUD,1.2902
3/3/2018,EUR,0.8122
3/3/2018,GBP,0.7255
3/4/2018,USD,1
3/4/2018,CAD,1.288
3/4/2018,AUD,1.2902
3/4/2018,EUR,0.8122
3/4/2018,GBP,0.7255
3/5/2018,USD,1
3/5/2018,CAD,1.2931
3/5/2018,AUD,1.2909
3/5/2018,EUR,0.8125
3/5/2018,GBP,0.7237
3/6/2018,USD,1
3/6/2018,CAD,1.2886
3/6/2018,AUD,1.2763
3/6/2018,EUR,0.8057
3/6/2018,GBP,0.7184
3/7/2018,USD,1
3/7/2018,CAD,1.2931
3/7/2018,AUD,1.2812
3/7/2018,EUR,0.8053
3/7/2018,GBP,0.7209
3/8/2018,USD,1
3/8/2018,CAD,1.2917
3/8/2018,AUD,1.2811
3/8/2018,EUR,0.8051
3/8/2018,GBP,0.7203
3/9/2018,USD,1
3/9/2018,CAD,1.2894
3/9/2018,AUD,1.2832
3/9/2018,EUR,0.8136
3/9/2018,GBP,0.7232
3/10/2018,USD,1
3/10/2018,CAD,1.2894
3/10/2018,AUD,1.2832
3/10/2018,EUR,0.8136
3/10/2018,GBP,0.7232
3/11/2018,USD,1
3/11/2018,CAD,1.2894
3/11/2018,AUD,1.2832
3/11/2018,EUR,0.8136
3/11/2018,GBP,0.7232
3/12/2018,USD,1
3/12/2018,CAD,1.2829
3/12/2018,AUD,1.2714
3/12/2018,EUR,0.8129
3/12/2018,GBP,0.7201
3/13/2018,USD,1
3/13/2018,CAD,1.2837
3/13/2018,AUD,1.267
3/13/2018,EUR,0.8079
3/13/2018,GBP,0.7162
3/14/2018,USD,1
3/14/2018,CAD,1.293
3/14/2018,AUD,1.2648
3/14/2018,EUR,0.8085
3/14/2018,GBP,0.7165
3/15/2018,USD,1
3/15/2018,CAD,1.2985
3/15/2018,AUD,1.275
3/15/2018,EUR,0.8103
3/15/2018,GBP,0.717
3/16/2018,USD,1
3/16/2018,CAD,1.3078
3/16/2018,AUD,1.2893
3/16/2018,EUR,0.8129
3/16/2018,GBP,0.7174
3/17/2018,USD,1
3/17/2018,CAD,1.3078
3/17/2018,AUD,1.2893
3/17/2018,EUR,0.8129
3/17/2018,GBP,0.7174
3/18/2018,USD,1
3/18/2018,CAD,1.3078
3/18/2018,AUD,1.2893
3/18/2018,EUR,0.8129
3/18/2018,GBP,0.7174
3/19/2018,USD,1
3/19/2018,CAD,1.3084
3/19/2018,AUD,1.2994
3/19/2018,EUR,0.8124
3/19/2018,GBP,0.7116
3/20/2018,USD,1
3/20/2018,CAD,1.3066
3/20/2018,AUD,1.298
3/20/2018,EUR,0.8146
3/20/2018,GBP,0.7145
3/21/2018,USD,1
3/21/2018,CAD,1.298
3/21/2018,AUD,1.3018
3/21/2018,EUR,0.8139
3/21/2018,GBP,0.7114
3/22/2018,USD,1
3/22/2018,CAD,1.2901
3/22/2018,AUD,1.297
3/22/2018,EUR,0.812
3/22/2018,GBP,0.708
3/23/2018,USD,1
3/23/2018,CAD,1.2853
3/23/2018,AUD,1.2942
3/23/2018,EUR,0.81
3/23/2018,GBP,0.707
3/24/2018,USD,1
3/24/2018,CAD,1.2853
3/24/2018,AUD,1.2942
3/24/2018,EUR,0.81
3/24/2018,GBP,0.707
3/25/2018,USD,1
3/25/2018,CAD,1.2853
3/25/2018,AUD,1.2942
3/25/2018,EUR,0.81
3/25/2018,GBP,0.707
3/26/2018,USD,1
3/26/2018,CAD,1.2889
3/26/2018,AUD,1.293
3/26/2018,EUR,0.8057
3/26/2018,GBP,0.703
3/27/2018,USD,1
3/27/2018,CAD,1.2887
3/27/2018,AUD,1.2985
3/27/2018,EUR,0.808
3/27/2018,GBP,0.7106
3/28/2018,USD,1
3/28/2018,CAD,1.2884
3/28/2018,AUD,1.3012
3/28/2018,EUR,0.8066
3/28/2018,GBP,0.7066
3/29/2018,USD,1
3/29/2018,CAD,1.2901
3/29/2018,AUD,1.3015
3/29/2018,EUR,0.8116
3/29/2018,GBP,0.7101
3/30/2018,USD,1
3/30/2018,CAD,1.2901
3/30/2018,AUD,1.3015
3/30/2018,EUR,0.8116
3/30/2018,GBP,0.7101
3/31/2018,USD,1
3/31/2018,CAD,1.2901
3/31/2018,AUD,1.3015
3/31/2018,EUR,0.8116
3/31/2018,GBP,0.7101
4/1/2018,USD,1
4/1/2018,CAD,1.2901
4/1/2018,AUD,1.3015
4/1/2018,EUR,0.8116
4/1/2018,GBP,0.7101
4/2/2018,USD,1
4/2/2018,CAD,1.2901
4/2/2018,AUD,1.3015
4/2/2018,EUR,0.8116
4/2/2018,GBP,0.7101
4/3/2018,USD,1
4/3/2018,CAD,1.2852
4/3/2018,AUD,1.2995
4/3/2018,EUR,0.8125
4/3/2018,GBP,0.7111
4/4/2018,USD,1
4/4/2018,CAD,1.2835
4/4/2018,AUD,1.3016
4/4/2018,EUR,0.8146
4/4/2018,GBP,0.7134
4/5/2018,USD,1
4/5/2018,CAD,1.2772
4/5/2018,AUD,1.3002
4/5/2018,EUR,0.8157
4/5/2018,GBP,0.7128
4/6/2018,USD,1
4/6/2018,CAD,1.2792
4/6/2018,AUD,1.3024
4/6/2018,EUR,0.8174
4/6/2018,GBP,0.7135
4/7/2018,USD,1
4/7/2018,CAD,1.2792
4/7/2018,AUD,1.3024
4/7/2018,EUR,0.8174
4/7/2018,GBP,0.7135
4/8/2018,USD,1
4/8/2018,CAD,1.2792
4/8/2018,AUD,1.3024
4/8/2018,EUR,0.8174
4/8/2018,GBP,0.7135
4/9/2018,USD,1
4/9/2018,CAD,1.2781
4/9/2018,AUD,1.3045
4/9/2018,EUR,0.8127
4/9/2018,GBP,0.7078
4/10/2018,USD,1
4/10/2018,CAD,1.2657
4/10/2018,AUD,1.2925
4/10/2018,EUR,0.809
4/10/2018,GBP,0.7053
4/11/2018,USD,1
4/11/2018,CAD,1.2617
4/11/2018,AUD,1.2904
4/11/2018,EUR,0.8075
4/11/2018,GBP,0.7054
4/12/2018,USD,1
4/12/2018,CAD,1.2592
4/12/2018,AUD,1.2897
4/12/2018,EUR,0.8115
4/12/2018,GBP,0.7039
4/13/2018,USD,1
4/13/2018,CAD,1.257
4/13/2018,AUD,1.2829
4/13/2018,EUR,0.8119
4/13/2018,GBP,0.7015
4/14/2018,USD,1
4/14/2018,CAD,1.257
4/14/2018,AUD,1.2829
4/14/2018,EUR,0.8119
4/14/2018,GBP,0.7015
4/15/2018,USD,1
4/15/2018,CAD,1.257
4/15/2018,AUD,1.2829
4/15/2018,EUR,0.8119
4/15/2018,GBP,0.7015
4/16/2018,USD,1
4/16/2018,CAD,1.2608
4/16/2018,AUD,1.2876
4/16/2018,EUR,0.8084
4/16/2018,GBP,0.699
4/17/2018,USD,1
4/17/2018,CAD,1.2552
4/17/2018,AUD,1.2875
4/17/2018,EUR,0.8093
4/17/2018,GBP,0.6982
4/18/2018,USD,1
4/18/2018,CAD,1.257
4/18/2018,AUD,1.2878
4/18/2018,EUR,0.8072
4/18/2018,GBP,0.7031
4/19/2018,USD,1
4/19/2018,CAD,1.2604
4/19/2018,AUD,1.2835
4/19/2018,EUR,0.8076
4/19/2018,GBP,0.7024
4/20/2018,USD,1
4/20/2018,CAD,1.2639
4/20/2018,AUD,1.2985
4/20/2018,EUR,0.8124
4/20/2018,GBP,0.7117
4/21/2018,USD,1
4/21/2018,CAD,1.2639
4/21/2018,AUD,1.2985
4/21/2018,EUR,0.8124
4/21/2018,GBP,0.7117
4/22/2018,USD,1
4/22/2018,CAD,1.2639
4/22/2018,AUD,1.2985
4/22/2018,EUR,0.8124
4/22/2018,GBP,0.7117
4/23/2018,USD,1
4/23/2018,CAD,1.2787
4/23/2018,AUD,1.3082
4/23/2018,EUR,0.8171
4/23/2018,GBP,0.7161
4/24/2018,USD,1
4/24/2018,CAD,1.2824
4/24/2018,AUD,1.3132
4/24/2018,EUR,0.8188
4/24/2018,GBP,0.7162
4/25/2018,USD,1
4/25/2018,CAD,1.2888
4/25/2018,AUD,1.3228
4/25/2018,EUR,0.8207
4/25/2018,GBP,0.7171
4/26/2018,USD,1
4/26/2018,CAD,1.2835
4/26/2018,AUD,1.3207
4/26/2018,EUR,0.8218
4/26/2018,GBP,0.7158
4/27/2018,USD,1
4/27/2018,CAD,1.2882
4/27/2018,AUD,1.3235
4/27/2018,EUR,0.8285
4/27/2018,GBP,0.7266
4/28/2018,USD,1
4/28/2018,CAD,1.2882
4/28/2018,AUD,1.3235
4/28/2018,EUR,0.8285
4/28/2018,GBP,0.7266
4/29/2018,USD,1
4/29/2018,CAD,1.2882
4/29/2018,AUD,1.3235
4/29/2018,EUR,0.8285
4/29/2018,GBP,0.7266
4/30/2018,USD,1
4/30/2018,CAD,1.2867
4/30/2018,AUD,1.3257
4/30/2018,EUR,0.8279
4/30/2018,GBP,0.7282
5/1/2018,USD,1
5/1/2018,CAD,1.2867
5/1/2018,AUD,1.3257
5/1/2018,EUR,0.8279
5/1/2018,GBP,0.7282
5/2/2018,USD,1
5/2/2018,CAD,1.2827
5/2/2018,AUD,1.3315
5/2/2018,EUR,0.8328
5/2/2018,GBP,0.7332
5/3/2018,USD,1
5/3/2018,CAD,1.2845
5/3/2018,AUD,1.3281
5/3/2018,EUR,0.8339
5/3/2018,GBP,0.7353
5/4/2018,USD,1
5/4/2018,CAD,1.2875
5/4/2018,AUD,1.3297
5/4/2018,EUR,0.8355
5/4/2018,GBP,0.7372
5/5/2018,USD,1
5/5/2018,CAD,1.2875
5/5/2018,AUD,1.3297
5/5/2018,EUR,0.8355
5/5/2018,GBP,0.7372
5/6/2018,USD,1
5/6/2018,CAD,1.2875
5/6/2018,AUD,1.3297
5/6/2018,EUR,0.8355
5/6/2018,GBP,0.7372
5/7/2018,USD,1
5/7/2018,CAD,1.2887
5/7/2018,AUD,1.3344
5/7/2018,EUR,0.8402
5/7/2018,GBP,0.7395
5/8/2018,USD,1
5/8/2018,CAD,1.2972
5/8/2018,AUD,1.342
5/8/2018,EUR,0.8425
5/8/2018,GBP,0.7408
5/9/2018,USD,1
5/9/2018,CAD,1.2879
5/9/2018,AUD,1.3404
5/9/2018,EUR,0.8418
5/9/2018,GBP,0.7361
5/10/2018,USD,1
5/10/2018,CAD,1.2773
5/10/2018,AUD,1.3357
5/10/2018,EUR,0.8419
5/10/2018,GBP,0.7393
5/11/2018,USD,1
5/11/2018,CAD,1.2734
5/11/2018,AUD,1.324
5/11/2018,EUR,0.8379
5/11/2018,GBP,0.7374
5/12/2018,USD,1
5/12/2018,CAD,1.2734
5/12/2018,AUD,1.324
5/12/2018,EUR,0.8379
5/12/2018,GBP,0.7374
5/13/2018,USD,1
5/13/2018,CAD,1.2734
5/13/2018,AUD,1.324
5/13/2018,EUR,0.8379
5/13/2018,GBP,0.7374
5/14/2018,USD,1
5/14/2018,CAD,1.2764
5/14/2018,AUD,1.3231
5/14/2018,EUR,0.8342
5/14/2018,GBP,0.7361
5/15/2018,USD,1
5/15/2018,CAD,1.2836
5/15/2018,AUD,1.3344
5/15/2018,EUR,0.8415
5/15/2018,GBP,0.7397
5/16/2018,USD,1
5/16/2018,CAD,1.2866
5/16/2018,AUD,1.3358
5/16/2018,EUR,0.8486
5/16/2018,GBP,0.7418
5/17/2018,USD,1
5/17/2018,CAD,1.2772
5/17/2018,AUD,1.3283
5/17/2018,EUR,0.8471
5/17/2018,GBP,0.7399
5/18/2018,USD,1
5/18/2018,CAD,1.2795
5/18/2018,AUD,1.3304
5/18/2018,EUR,0.8488
5/18/2018,GBP,0.7412
5/19/2018,USD,1
5/19/2018,CAD,1.2795
5/19/2018,AUD,1.3304
5/19/2018,EUR,0.8488
5/19/2018,GBP,0.7412
5/20/2018,USD,1
5/20/2018,CAD,1.2795
5/20/2018,AUD,1.3304
5/20/2018,EUR,0.8488
5/20/2018,GBP,0.7412
5/21/2018,USD,1
5/21/2018,CAD,1.2874
5/21/2018,AUD,1.3283
5/21/2018,EUR,0.8504
5/21/2018,GBP,0.7453
5/22/2018,USD,1
5/22/2018,CAD,1.2774
5/22/2018,AUD,1.3179
5/22/2018,EUR,0.8479
5/22/2018,GBP,0.7435
5/23/2018,USD,1
5/23/2018,CAD,1.2905
5/23/2018,AUD,1.3276
5/23/2018,EUR,0.8541
5/23/2018,GBP,0.7512
5/24/2018,USD,1
5/24/2018,CAD,1.2885
5/24/2018,AUD,1.3232
5/24/2018,EUR,0.8527
5/24/2018,GBP,0.7459
5/25/2018,USD,1
5/25/2018,CAD,1.2956
5/25/2018,AUD,1.3211
5/25/2018,EUR,0.8565
5/25/2018,GBP,0.7498
5/26/2018,USD,1
5/26/2018,CAD,1.2956
5/26/2018,AUD,1.3211
5/26/2018,EUR,0.8565
5/26/2018,GBP,0.7498
5/27/2018,USD,1
5/27/2018,CAD,1.2956
5/27/2018,AUD,1.3211
5/27/2018,EUR,0.8565
5/27/2018,GBP,0.7498
5/28/2018,USD,1
5/28/2018,CAD,1.298
5/28/2018,AUD,1.3234
5/28/2018,EUR,0.8588
5/28/2018,GBP,0.7512
5/29/2018,USD,1
5/29/2018,CAD,1.3028
5/29/2018,AUD,1.3295
5/29/2018,EUR,0.8652
5/29/2018,GBP,0.754
5/30/2018,USD,1
5/30/2018,CAD,1.2975
5/30/2018,AUD,1.3247
5/30/2018,EUR,0.8597
5/30/2018,GBP,0.7522
5/31/2018,USD,1
5/31/2018,CAD,1.2854
5/31/2018,AUD,1.3175
5/31/2018,EUR,0.8548
5/31/2018,GBP,0.7495
6/1/2018,USD,1
6/1/2018,CAD,1.2976
6/1/2018,AUD,1.3278
6/1/2018,EUR,0.857
6/1/2018,GBP,0.7514
6/2/2018,USD,1
6/2/2018,CAD,1.2976
6/2/2018,AUD,1.3278
6/2/2018,EUR,0.857
6/2/2018,GBP,0.7514
6/3/2018,USD,1
6/3/2018,CAD,1.2976
6/3/2018,AUD,1.3278
6/3/2018,EUR,0.857
6/3/2018,GBP,0.7514
6/4/2018,USD,1
6/4/2018,CAD,1.2906
6/4/2018,AUD,1.3045
6/4/2018,EUR,0.852
6/4/2018,GBP,0.747
6/5/2018,USD,1
6/5/2018,CAD,1.2983
6/5/2018,AUD,1.3135
6/5/2018,EUR,0.8565
6/5/2018,GBP,0.7485
6/6/2018,USD,1
6/6/2018,CAD,1.2877
6/6/2018,AUD,1.306
6/6/2018,EUR,0.85
6/6/2018,GBP,0.7453
6/7/2018,USD,1
6/7/2018,CAD,1.2938
6/7/2018,AUD,1.3059
6/7/2018,EUR,0.8449
6/7/2018,GBP,0.7445
6/8/2018,USD,1
6/8/2018,CAD,1.2995
6/8/2018,AUD,1.3184
6/8/2018,EUR,0.8508
6/8/2018,GBP,0.7464
6/9/2018,USD,1
6/9/2018,CAD,1.2995
6/9/2018,AUD,1.3184
6/9/2018,EUR,0.8508
6/9/2018,GBP,0.7464
6/10/2018,USD,1
6/10/2018,CAD,1.2995
6/10/2018,AUD,1.3184
6/10/2018,EUR,0.8508
6/10/2018,GBP,0.7464
6/11/2018,USD,1
6/11/2018,CAD,1.3018
6/11/2018,AUD,1.3148
6/11/2018,EUR,0.8482
6/11/2018,GBP,0.7479
6/12/2018,USD,1
6/12/2018,CAD,1.3009
6/12/2018,AUD,1.3154
6/12/2018,EUR,0.8483
6/12/2018,GBP,0.748
6/13/2018,USD,1
6/13/2018,CAD,1.3017
6/13/2018,AUD,1.3181
6/13/2018,EUR,0.8501
6/13/2018,GBP,0.7498
6/14/2018,USD,1
6/14/2018,CAD,1.2977
6/14/2018,AUD,1.3226
6/14/2018,EUR,0.8525
6/14/2018,GBP,0.7475
6/15/2018,USD,1
6/15/2018,CAD,1.3128
6/15/2018,AUD,1.3382
6/15/2018,EUR,0.8624
6/15/2018,GBP,0.753
6/16/2018,USD,1
6/16/2018,CAD,1.3128
6/16/2018,AUD,1.3382
6/16/2018,EUR,0.8624
6/16/2018,GBP,0.753
6/17/2018,USD,1
6/17/2018,CAD,1.3128
6/17/2018,AUD,1.3382
6/17/2018,EUR,0.8624
6/17/2018,GBP,0.753
6/18/2018,USD,1
6/18/2018,CAD,1.3181
6/18/2018,AUD,1.3442
6/18/2018,EUR,0.8611
6/18/2018,GBP,0.7548
6/19/2018,USD,1
6/19/2018,CAD,1.3282
6/19/2018,AUD,1.3608
6/19/2018,EUR,0.867
6/19/2018,GBP,0.7603
6/20/2018,USD,1
6/20/2018,CAD,1.3299
6/20/2018,AUD,1.355
6/20/2018,EUR,0.8637
6/20/2018,GBP,0.759
6/21/2018,USD,1
6/21/2018,CAD,1.3331
6/21/2018,AUD,1.3576
6/21/2018,EUR,0.8667
6/21/2018,GBP,0.7572
6/22/2018,USD,1
6/22/2018,CAD,1.3272
6/22/2018,AUD,1.3462
6/22/2018,EUR,0.8585
6/22/2018,GBP,0.7526
6/23/2018,USD,1
6/23/2018,CAD,1.3272
6/23/2018,AUD,1.3462
6/23/2018,EUR,0.8585
6/23/2018,GBP,0.7526
6/24/2018,USD,1
6/24/2018,CAD,1.3272
6/24/2018,AUD,1.3462
6/24/2018,EUR,0.8585
6/24/2018,GBP,0.7526
6/25/2018,USD,1
6/25/2018,CAD,1.3284
6/25/2018,AUD,1.3455
6/25/2018,EUR,0.8547
6/25/2018,GBP,0.7525
6/26/2018,USD,1
6/26/2018,CAD,1.3322
6/26/2018,AUD,1.3518
6/26/2018,EUR,0.8568
6/26/2018,GBP,0.7553
6/27/2018,USD,1
6/27/2018,CAD,1.3295
6/27/2018,AUD,1.3537
6/27/2018,EUR,0.8609
6/27/2018,GBP,0.7591
6/28/2018,USD,1
6/28/2018,CAD,1.3294
6/28/2018,AUD,1.3622
6/28/2018,EUR,0.8633
6/28/2018,GBP,0.7642
6/29/2018,USD,1
6/29/2018,CAD,1.3246
6/29/2018,AUD,1.3542
6/29/2018,EUR,0.8578
6/29/2018,GBP,0.76
6/30/2018,USD,1
6/30/2018,CAD,1.3246
6/30/2018,AUD,1.3542
6/30/2018,EUR,0.8578
6/30/2018,GBP,0.76
7/1/2018,USD,1
7/1/2018,CAD,1.3246
7/1/2018,AUD,1.3542
7/1/2018,EUR,0.8578
7/1/2018,GBP,0.76
7/2/2018,USD,1
7/2/2018,CAD,1.3182
7/2/2018,AUD,1.3597
7/2/2018,EUR,0.8592
7/2/2018,GBP,0.7617
7/3/2018,USD,1
7/3/2018,CAD,1.3154
7/3/2018,AUD,1.3511
7/3/2018,EUR,0.8573
7/3/2018,GBP,0.7574
7/4/2018,USD,1
7/4/2018,CAD,1.3147
7/4/2018,AUD,1.354
7/4/2018,EUR,0.859
7/4/2018,GBP,0.7568
7/5/2018,USD,1
7/5/2018,CAD,1.313
7/5/2018,AUD,1.3512
7/5/2018,EUR,0.854
7/5/2018,GBP,0.7542
7/6/2018,USD,1
7/6/2018,CAD,1.3133
7/6/2018,AUD,1.3484
7/6/2018,EUR,0.853
7/6/2018,GBP,0.7557
7/7/2018,USD,1
7/7/2018,CAD,1.3133
7/7/2018,AUD,1.3484
7/7/2018,EUR,0.853
7/7/2018,GBP,0.7557
7/8/2018,USD,1
7/8/2018,CAD,1.3133
7/8/2018,AUD,1.3484
7/8/2018,EUR,0.853
7/8/2018,GBP,0.7557
7/9/2018,USD,1
7/9/2018,CAD,1.3076
7/9/2018,AUD,1.3364
7/9/2018,EUR,0.8482
7/9/2018,GBP,0.7494
7/10/2018,USD,1
7/10/2018,CAD,1.3132
7/10/2018,AUD,1.3437
7/10/2018,EUR,0.8538
7/10/2018,GBP,0.7542
7/11/2018,USD,1
7/11/2018,CAD,1.3141
7/11/2018,AUD,1.3523
7/11/2018,EUR,0.8522
7/11/2018,GBP,0.754
7/12/2018,USD,1
7/12/2018,CAD,1.3183
7/12/2018,AUD,1.3534
7/12/2018,EUR,0.8578
7/12/2018,GBP,0.7571
7/13/2018,USD,1
7/13/2018,CAD,1.3191
7/13/2018,AUD,1.3539
7/13/2018,EUR,0.8589
7/13/2018,GBP,0.76
7/14/2018,USD,1
7/14/2018,CAD,1.3191
7/14/2018,AUD,1.3539
7/14/2018,EUR,0.8589
7/14/2018,GBP,0.76
7/15/2018,USD,1
7/15/2018,CAD,1.3191
7/15/2018,AUD,1.3539
7/15/2018,EUR,0.8589
7/15/2018,GBP,0.76
7/16/2018,USD,1
7/16/2018,CAD,1.3139
7/16/2018,AUD,1.3458
7/16/2018,EUR,0.8532
7/16/2018,GBP,0.7532
7/17/2018,USD,1
7/17/2018,CAD,1.3157
7/17/2018,AUD,1.3505
7/17/2018,EUR,0.8542
7/17/2018,GBP,0.7579
7/18/2018,USD,1
7/18/2018,CAD,1.3254
7/18/2018,AUD,1.3603
7/18/2018,EUR,0.8613
7/18/2018,GBP,0.7675
7/19/2018,USD,1
7/19/2018,CAD,1.3247
7/19/2018,AUD,1.3638
7/19/2018,EUR,0.863
7/19/2018,GBP,0.7706
7/20/2018,USD,1
7/20/2018,CAD,1.3233
7/20/2018,AUD,1.3554
7/20/2018,EUR,0.8569
7/20/2018,GBP,0.7665
7/21/2018,USD,1
7/21/2018,CAD,1.3233
7/21/2018,AUD,1.3554
7/21/2018,EUR,0.8569
7/21/2018,GBP,0.7665
7/22/2018,USD,1
7/22/2018,CAD,1.3233
7/22/2018,AUD,1.3554
7/22/2018,EUR,0.8569
7/22/2018,GBP,0.7665
7/23/2018,USD,1
7/23/2018,CAD,1.3133
7/23/2018,AUD,1.3504
7/23/2018,EUR,0.8535
7/23/2018,GBP,0.7611
7/24/2018,USD,1
7/24/2018,CAD,1.315
7/24/2018,AUD,1.3495
7/24/2018,EUR,0.8543
7/24/2018,GBP,0.7618
7/25/2018,USD,1
7/25/2018,CAD,1.3123
7/25/2018,AUD,1.3487
7/25/2018,EUR,0.8554
7/25/2018,GBP,0.7601
7/26/2018,USD,1
7/26/2018,CAD,1.3048
7/26/2018,AUD,1.3479
7/26/2018,EUR,0.8535
7/26/2018,GBP,0.7584
7/27/2018,USD,1
7/27/2018,CAD,1.3069
7/27/2018,AUD,1.3561
7/27/2018,EUR,0.8602
7/27/2018,GBP,0.7641
7/28/2018,USD,1
7/28/2018,CAD,1.3069
7/28/2018,AUD,1.3561
7/28/2018,EUR,0.8602
7/28/2018,GBP,0.7641
7/29/2018,USD,1
7/29/2018,CAD,1.3069
7/29/2018,AUD,1.3561
7/29/2018,EUR,0.8602
7/29/2018,GBP,0.7641
7/30/2018,USD,1
7/30/2018,CAD,1.3048
7/30/2018,AUD,1.3518
7/30/2018,EUR,0.8559
7/30/2018,GBP,0.7623
7/31/2018,USD,1
7/31/2018,CAD,1.3035
7/31/2018,AUD,1.3466
7/31/2018,EUR,0.8521
7/31/2018,GBP,0.7602
8/1/2018,USD,1
8/1/2018,CAD,1.3022
8/1/2018,AUD,1.3481
8/1/2018,EUR,0.855
8/1/2018,GBP,0.7613
8/2/2018,USD,1
8/2/2018,CAD,1.3036
8/2/2018,AUD,1.3584
8/2/2018,EUR,0.8608
8/2/2018,GBP,0.7674
8/3/2018,USD,1
8/3/2018,CAD,1.3018
8/3/2018,AUD,1.3539
8/3/2018,EUR,0.863
8/3/2018,GBP,0.7685
8/4/2018,USD,1
8/4/2018,CAD,1.3018
8/4/2018,AUD,1.3539
8/4/2018,EUR,0.863
8/4/2018,GBP,0.7685
8/5/2018,USD,1
8/5/2018,CAD,1.3018
8/5/2018,AUD,1.3539
8/5/2018,EUR,0.863
8/5/2018,GBP,0.7685
8/6/2018,USD,1
8/6/2018,CAD,1.3023
8/6/2018,AUD,1.354
8/6/2018,EUR,0.8663
8/6/2018,GBP,0.7735
8/7/2018,USD,1
8/7/2018,CAD,1.2969
8/7/2018,AUD,1.3445
8/7/2018,EUR,0.8619
8/7/2018,GBP,0.7713
8/8/2018,USD,1
8/8/2018,CAD,1.308
8/8/2018,AUD,1.3502
8/8/2018,EUR,0.8629
8/8/2018,GBP,0.7773
8/9/2018,USD,1
8/9/2018,CAD,1.3035
8/9/2018,AUD,1.3479
8/9/2018,EUR,0.8626
8/9/2018,GBP,0.7758
8/10/2018,USD,1
8/10/2018,CAD,1.3095
8/10/2018,AUD,1.3683
8/10/2018,EUR,0.8729
8/10/2018,GBP,0.7828
8/11/2018,USD,1
8/11/2018,CAD,1.3095
8/11/2018,AUD,1.3683
8/11/2018,EUR,0.8729
8/11/2018,GBP,0.7828
8/12/2018,USD,1
8/12/2018,CAD,1.3095
8/12/2018,AUD,1.3683
8/12/2018,EUR,0.8729
8/12/2018,GBP,0.7828
8/13/2018,USD,1
8/13/2018,CAD,1.3151
8/13/2018,AUD,1.3742
8/13/2018,EUR,0.877
8/13/2018,GBP,0.7834
8/14/2018,USD,1
8/14/2018,CAD,1.3071
8/14/2018,AUD,1.3761
8/14/2018,EUR,0.8767
8/14/2018,GBP,0.7829
8/15/2018,USD,1
8/15/2018,CAD,1.3102
8/15/2018,AUD,1.3841
8/15/2018,EUR,0.8833
8/15/2018,GBP,0.7873
8/16/2018,USD,1
8/16/2018,CAD,1.3142
8/16/2018,AUD,1.3762
8/16/2018,EUR,0.8795
8/16/2018,GBP,0.7871
8/17/2018,USD,1
8/17/2018,CAD,1.3147
8/17/2018,AUD,1.3756
8/17/2018,EUR,0.8779
8/17/2018,GBP,0.7864
8/18/2018,USD,1
8/18/2018,CAD,1.3147
8/18/2018,AUD,1.3756
8/18/2018,EUR,0.8779
8/18/2018,GBP,0.7864
8/19/2018,USD,1
8/19/2018,CAD,1.3147
8/19/2018,AUD,1.3756
8/19/2018,EUR,0.8779
8/19/2018,GBP,0.7864
8/20/2018,USD,1
8/20/2018,CAD,1.3071
8/20/2018,AUD,1.3687
8/20/2018,EUR,0.8757
8/20/2018,GBP,0.7835
8/21/2018,USD,1
8/21/2018,CAD,1.3022
8/21/2018,AUD,1.3612
8/21/2018,EUR,0.8694
8/21/2018,GBP,0.7802
8/22/2018,USD,1
8/22/2018,CAD,1.3022
8/22/2018,AUD,1.3589
8/22/2018,EUR,0.8609
8/22/2018,GBP,0.7742
8/23/2018,USD,1
8/23/2018,CAD,1.3031
8/23/2018,AUD,1.3721
8/23/2018,EUR,0.8636
8/23/2018,GBP,0.7762
8/24/2018,USD,1
8/24/2018,CAD,1.3068
8/24/2018,AUD,1.3693
8/24/2018,EUR,0.863
8/24/2018,GBP,0.7784
8/25/2018,USD,1
8/25/2018,CAD,1.3068
8/25/2018,AUD,1.3693
8/25/2018,EUR,0.863
8/25/2018,GBP,0.7784
8/26/2018,USD,1
8/26/2018,CAD,1.3068
8/26/2018,AUD,1.3693
8/26/2018,EUR,0.863
8/26/2018,GBP,0.7784
8/27/2018,USD,1
8/27/2018,CAD,1.3051
8/27/2018,AUD,1.3656
8/27/2018,EUR,0.8596
8/27/2018,GBP,0.7768
8/28/2018,USD,1
8/28/2018,CAD,1.2919
8/28/2018,AUD,1.3599
8/28/2018,EUR,0.854
8/28/2018,GBP,0.7744
8/29/2018,USD,1
8/29/2018,CAD,1.2944
8/29/2018,AUD,1.3713
8/29/2018,EUR,0.8576
8/29/2018,GBP,0.7762
8/30/2018,USD,1
8/30/2018,CAD,1.2929
8/30/2018,AUD,1.3697
8/30/2018,EUR,0.8553
