ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category
1207,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Fabrikam,Grey,$503.61 ,"$1,520.00 ",0405,Camcorders,04,Cameras and camcorders
1208,Fabrikam Business Videographer 1'' 25mm M600 Grey,Fabrikam,Grey,$409.28 ,$890.00 ,0405,Camcorders,04,Cameras and camcorders
1209,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,Fabrikam,Grey,$404.68 ,$880.00 ,0405,Camcorders,04,Cameras and camcorders
1210,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Fabrikam,Grey,$395.48 ,$860.00 ,0405,Camcorders,04,Cameras and camcorders
1211,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Grey,$390.88 ,$850.00 ,0405,Camcorders,04,Cameras and camcorders
1212,Fabrikam Social Videographer 1'' 25mm E400 Grey,Fabrikam,Grey,$91.77 ,$180.00 ,0405,Camcorders,04,Cameras and camcorders
1213,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,Fabrikam,Grey,$86.67 ,$170.00 ,0405,Camcorders,04,Cameras and camcorders
1214,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,Fabrikam,Grey,$84.12 ,$165.00 ,0405,Camcorders,04,Cameras and camcorders
1215,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Fabrikam,Grey,$81.57 ,$160.00 ,0405,Camcorders,04,Cameras and camcorders
1216,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Fabrikam,Black,$285.12 ,$620.00 ,0405,Camcorders,04,Cameras and camcorders
1217,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,Fabrikam,Black,$255.68 ,$556.00 ,0405,Camcorders,04,Cameras and camcorders
1218,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,Fabrikam,Black,$293.39 ,$638.00 ,0405,Camcorders,04,Cameras and camcorders
1219,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",Fabrikam,Blue,$305.81 ,$665.00 ,0405,Camcorders,04,Cameras and camcorders
1220,Fabrikam Budget Moviemaker 1'' 25mm E400 Black,Fabrikam,Black,$230.44 ,$452.00 ,0405,Camcorders,04,Cameras and camcorders
1221,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,Fabrikam,Black,$245.74 ,$482.00 ,0405,Camcorders,04,Cameras and camcorders
1222,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black,Fabrikam,Black,$219.74 ,$431.00 ,0405,Camcorders,04,Cameras and camcorders
1223,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,Fabrikam,Black,$234.52 ,$460.00 ,0405,Camcorders,04,Cameras and camcorders
1224,Fabrikam Trendsetter 1'' 25mm X400 Black,Fabrikam,Black,$341.26 ,"$1,030.00 ",0405,Camcorders,04,Cameras and camcorders
1225,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",Fabrikam,Orange,$331.32 ,"$1,000.00 ",0405,Camcorders,04,Cameras and camcorders
1226,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,Fabrikam,Black,$330.99 ,$999.00 ,0405,Camcorders,04,Cameras and camcorders
1227,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",Fabrikam,Orange,$327.34 ,$988.00 ,0405,Camcorders,04,Cameras and camcorders
1228,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Blue,$536.74 ,"$1,620.00 ",0405,Camcorders,04,Cameras and camcorders
1229,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,Fabrikam,Black,$516.86 ,"$1,560.00 ",0405,Camcorders,04,Cameras and camcorders
1230,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",Fabrikam,Blue,$506.92 ,"$1,530.00 ",0405,Camcorders,04,Cameras and camcorders
1231,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Black,$496.98 ,"$1,500.00 ",0405,Camcorders,04,Cameras and camcorders
1232,Fabrikam Business Videographer 1'' 25mm M600 Black,Fabrikam,Black,$408.36 ,$888.00 ,0405,Camcorders,04,Cameras and camcorders
1233,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",Fabrikam,Blue,$403.76 ,$878.00 ,0405,Camcorders,04,Cameras and camcorders
1234,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue",Fabrikam,Blue,$393.64 ,$856.00 ,0405,Camcorders,04,Cameras and camcorders
1235,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",Fabrikam,Blue,$385.37 ,$838.00 ,0405,Camcorders,04,Cameras and camcorders
1236,"Fabrikam Social Videographer 1"" 25mm E400 Blue",Fabrikam,Blue,$95.85 ,$188.00 ,0405,Camcorders,04,Cameras and camcorders
1237,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue",Fabrikam,Blue,$90.75 ,$178.00 ,0405,Camcorders,04,Cameras and camcorders
1238,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",Fabrikam,Blue,$85.65 ,$168.00 ,0405,Camcorders,04,Cameras and camcorders
1239,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",Fabrikam,Blue,$80.55 ,$158.00 ,0405,Camcorders,04,Cameras and camcorders
1240,Fabrikam Business Videographer 1/2'' 3mm M500 White,Fabrikam,White,$403.76 ,$878.00 ,0405,Camcorders,04,Cameras and camcorders
1241,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,Fabrikam,White,$393.64 ,$856.00 ,0405,Camcorders,04,Cameras and camcorders
1242,Fabrikam Business Videographer 2/3'' 17mm M280 White,Fabrikam,White,$385.37 ,$838.00 ,0405,Camcorders,04,Cameras and camcorders
1243,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,White,$95.85 ,$188.00 ,0405,Camcorders,04,Cameras and camcorders
1244,Fabrikam Social Videographer 1/2'' 3mm E300 White,Fabrikam,White,$90.75 ,$178.00 ,0405,Camcorders,04,Cameras and camcorders
1245,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,Fabrikam,White,$85.65 ,$168.00 ,0405,Camcorders,04,Cameras and camcorders
1246,Fabrikam Social Videographer 2/3'' 17mm E100 White,Fabrikam,White,$80.55 ,$158.00 ,0405,Camcorders,04,Cameras and camcorders
1247,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,Contoso,Silver,$25.49 ,$49.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1248,Contoso Rechargeable Li-Ion Battery Pack E300 Black,Contoso,Black,$25.49 ,$49.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1249,Contoso Rechargeable Li-Ion Battery Pack E300 White,Contoso,White,$25.49 ,$49.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1250,Contoso Travel Charger for S-Series Battery E302 Silver,Contoso,Silver,$30.58 ,$59.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1251,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Black,$30.58 ,$59.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1252,Contoso Travel Charger for S-Series Battery E302 White,Contoso,White,$30.58 ,$59.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1253,Contoso General Carrying Case E304 Silver,Contoso,Silver,$10.19 ,$19.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1254,Contoso General Carrying Case E304 Black,Contoso,Black,$10.19 ,$19.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1255,Contoso General Carrying Case E304 White,Contoso,White,$10.19 ,$19.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1256,Contoso General Carrying Case E304 Blue,Contoso,Blue,$10.19 ,$19.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1257,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,Contoso,Pink,$20.39 ,$39.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1258,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,Contoso,Blue,$20.39 ,$39.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1259,Contoso Cyber Shot Digital Cameras Adapter E306 Black,Contoso,Black,$20.39 ,$39.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1260,Contoso Multi-Use Terminal Cable E308 Silver,Contoso,Silver,$18.86 ,$36.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1261,Contoso Multi-Use Terminal Cable E308 White,Contoso,White,$18.86 ,$36.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1262,Contoso Multi-Use Terminal Cable E308 Black,Contoso,Black,$18.86 ,$36.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1263,Contoso Rechargeable Battery Pack E310 Silver,Contoso,Silver,$35.68 ,$69.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1264,Contoso Rechargeable Battery Pack E310 Black,Contoso,Black,$35.68 ,$69.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1265,Contoso Rechargeable Battery Pack E310 White,Contoso,White,$35.68 ,$69.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1266,Contoso Carrying Case E312 Silver,Contoso,Silver,$25.47 ,$49.96 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1267,Contoso Carrying Case E312 Pink,Contoso,Pink,$25.47 ,$49.96 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1268,Contoso Carrying Case E312 White,Contoso,White,$25.47 ,$49.96 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1269,Contoso Carrying Case E312 Blue,Contoso,Blue,$25.47 ,$49.96 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1270,Contoso Lens Cap Keeper E314 Pink,Contoso,Pink,$3.54 ,$6.95 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1271,Contoso Lens Cap Keeper E314 Yellow,Contoso,Yellow,$3.54 ,$6.95 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1272,Contoso Lens Cap Keeper E314 White,Contoso,White,$3.54 ,$6.95 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1273,Contoso Lens Cap Keeper E314 Silver,Contoso,Silver,$3.54 ,$6.95 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1274,Contoso Digital Cameras Lightweight Tripod E316 White,Contoso,White,$26.58 ,$52.13 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1275,Contoso Digital Cameras Lightweight Tripod E316 Black,Contoso,Black,$26.58 ,$52.13 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1276,Contoso Digital Cameras Lightweight Tripod E316 Pink,Contoso,Pink,$26.58 ,$52.13 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1277,Contoso Digital Cameras Lightweight Tripod E316 Silver,Contoso,Silver,$26.58 ,$52.13 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1278,Contoso General Soft Carrying Case E318 Blue,Contoso,Blue,$7.64 ,$14.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1279,Contoso General Soft Carrying Case E318 Black,Contoso,Black,$7.64 ,$14.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1280,Contoso General Soft Carrying Case E318 Silver,Contoso,Silver,$7.64 ,$14.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1281,Contoso General Soft Carrying Case E318 White,Contoso,White,$7.64 ,$14.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1282,Contoso Mini Battery Charger Kit E320 Red,Contoso,Red,$12.74 ,$24.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1283,Contoso Mini Battery Charger Kit E320 White,Contoso,White,$12.74 ,$24.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1284,Contoso Mini Battery Charger Kit E320 Black,Contoso,Black,$12.74 ,$24.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1285,Contoso Mini Battery Charger Kit E320 Silver,Contoso,Silver,$12.74 ,$24.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1286,Contoso Genuine Leather Grip Belt E322 Black,Contoso,Black,$39.76 ,$77.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1287,Contoso Genuine Leather Grip Belt E322 White,Contoso,White,$39.76 ,$77.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1288,Contoso Genuine Leather Grip Belt E322 Silver,Contoso,Silver,$39.76 ,$77.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1289,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,$39.76 ,$77.99 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1290,Contoso Macro Zoom Lens X300 Silver,Contoso,Silver,$121.45 ,$366.55 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1291,Contoso Macro Zoom Lens X300 White,Contoso,White,$121.45 ,$366.55 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1292,Contoso Macro Zoom Lens X300 Black,Contoso,Black,$121.45 ,$366.55 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1293,Contoso Telephoto Conversion Lens X400 Silver,Contoso,Silver,$197.14 ,$595.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1294,Contoso Telephoto Conversion Lens X400 White,Contoso,White,$197.14 ,$595.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1295,Contoso Telephoto Conversion Lens X400 Black,Contoso,Black,$197.14 ,$595.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1296,Contoso USB Cable M250 Black,Contoso,Black,$11.50 ,$25.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1297,Contoso USB Cable M250 White,Contoso,White,$11.50 ,$25.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1298,Contoso USB Cable M250 Yellow,Contoso,Yellow,$11.50 ,$25.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1299,Contoso USB Cable M250 Blue,Contoso,Blue,$11.50 ,$25.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1300,Contoso Telephoto Conversion Lens M350 Black,Contoso,Black,$43.69 ,$95.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1301,Contoso Telephoto Conversion Lens M350 White,Contoso,White,$43.69 ,$95.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1302,Contoso Telephoto Conversion Lens M350 Silver,Contoso,Silver,$43.69 ,$95.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1303,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,$43.69 ,$95.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1304,Contoso Lens Adapter M450 White,Contoso,White,$31.27 ,$68.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1305,Contoso Lens Adapter M450 Silver,Contoso,Silver,$31.27 ,$68.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1306,Contoso Lens Adapter M450 Black,Contoso,Black,$31.27 ,$68.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1307,Contoso Lens Adapter M450 Grey,Contoso,Grey,$31.27 ,$68.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1308,Contoso Digital Camera/Camcorder USB Cable E324 Purple,Contoso,Purple,$14.28 ,$28.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1309,Contoso Digital Camera/Camcorder USB Cable E324 Black,Contoso,Black,$14.28 ,$28.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1310,Contoso Digital Camera/Camcorder USB Cable E324 Silver,Contoso,Silver,$14.28 ,$28.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1311,Contoso Digital Camera/Camcorder USB Cable E324 White,Contoso,White,$14.28 ,$28.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1312,Contoso Conversion Lens M550 Blue,Contoso,Blue,$94.27 ,$205.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1313,Contoso Conversion Lens M550 Black,Contoso,Black,$94.27 ,$205.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1314,Contoso Conversion Lens M550 Silver,Contoso,Silver,$94.27 ,$205.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1315,Contoso Conversion Lens M550 Pink,Contoso,Pink,$94.27 ,$205.00 ,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders
1316,Contoso Single-line phones E10 Black,Contoso,Black,$5.09 ,$9.99 ,0501,Home & Office Phones,05,Cell phones
1317,Contoso Dual Handset Cordless Phone System  E20 Black,Contoso,Black,$6.62 ,$12.99 ,0501,Home & Office Phones,05,Cell phones
1318,Contoso 3 Handset Cordless Phone System  E30 Black,Contoso,Black,$8.66 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1319,Contoso Multi-line phones M30 Black,Contoso,Black,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1320,Contoso KSU-less key system M38 Black,Contoso,Black,$12.41 ,$26.99 ,0501,Home & Office Phones,05,Cell phones
1321,Contoso Hybrid system M60 Black,Contoso,Black,$13.33 ,$28.99 ,0501,Home & Office Phones,05,Cell phones
1322,Contoso Private Branch Exchange M88 Black,Contoso,Black,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1323,Contoso 4 Handset Cordless Phone System M86 Black,Contoso,Black,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1324,Contoso Private Automatic Branch Exchange M65 Black,Contoso,Black,$17.93 ,$38.99 ,0501,Home & Office Phones,05,Cell phones
1325,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Black,$18.39 ,$39.99 ,0501,Home & Office Phones,05,Cell phones
1326,Contoso Centrex Phone System L10 Black,Contoso,Black,$14.24 ,$42.99 ,0501,Home & Office Phones,05,Cell phones
1327,Contoso In front of Centrex L15 Black,Contoso,Black,$15.57 ,$46.99 ,0501,Home & Office Phones,05,Cell phones
1328,Contoso behind Centrex X15 Black,Contoso,Black,$16.56 ,$49.99 ,0501,Home & Office Phones,05,Cell phones
1329,Contoso Phone with 13-Number Memory (210) M301 Black,Contoso,Black,$7.81 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1330,Contoso Expandable Cordless Phone System M008 Black,Contoso,Black,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1331,Contoso Phone System Accessory Handset with Charger M308 Black,Contoso,Black,$12.41 ,$26.99 ,0501,Home & Office Phones,05,Cell phones
1332,Contoso 2-Line Corded Cordless Telephone M202 Black,Contoso,Black,$13.33 ,$28.99 ,0501,Home & Office Phones,05,Cell phones
1333,Contoso 4-Line Corded Cordless Telephone M203 Black,Contoso,Black,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1334,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Black,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1335,Contoso Expandable 2-Handset Cordless Phone System M205 Black,Contoso,Black,$18.48 ,$40.19 ,0501,Home & Office Phones,05,Cell phones
1336,Contoso Expandable 4-Handset Cordless Phone System M206 Black,Contoso,Black,$20.15 ,$43.81 ,0501,Home & Office Phones,05,Cell phones
1337,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Black,$21.82 ,$47.44 ,0501,Home & Office Phones,05,Cell phones
1338,Contoso Digital Cordless Expansion Handset Phone M900 Black,Contoso,Black,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1339,Contoso 2-Line Speakerphone M109 Black,Contoso,Black,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1340,Contoso Phone with Memory Dialing-single line E88 Black,Contoso,Black,$7.23 ,$14.19 ,0501,Home & Office Phones,05,Cell phones
1341,Contoso Phone with Memory Dialing-2 lines E90 Black,Contoso,Black,$8.16 ,$16.00 ,0501,Home & Office Phones,05,Cell phones
1342,Contoso Integrated Business Phone With card L10 Black,Contoso,Black,$13.92 ,$42.00 ,0501,Home & Office Phones,05,Cell phones
1343,Contoso Integrated Business Phone L08 Black,Contoso,Black,$10.27 ,$31.00 ,0501,Home & Office Phones,05,Cell phones
1344,Contoso Phone for MSN E200 Black,Contoso,Black,$8.16 ,$16.00 ,0501,Home & Office Phones,05,Cell phones
1345,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso,Black,$10.12 ,$22.00 ,0501,Home & Office Phones,05,Cell phones
1346,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,Contoso,Black,$10.58 ,$23.00 ,0501,Home & Office Phones,05,Cell phones
1347,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,Contoso,Black,$9.66 ,$21.00 ,0501,Home & Office Phones,05,Cell phones
1348,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,Contoso,Black,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1349,Contoso Single-line phones E10 White,Contoso,White,$5.09 ,$9.99 ,0501,Home & Office Phones,05,Cell phones
1350,Contoso Dual Handset Cordless Phone System E20 White,Contoso,White,$6.62 ,$12.99 ,0501,Home & Office Phones,05,Cell phones
1351,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,$8.66 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1352,Contoso Multi-line phones M30 White,Contoso,White,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1353,Contoso KSU-less key system M38 White,Contoso,White,$12.41 ,$26.99 ,0501,Home & Office Phones,05,Cell phones
1354,Contoso Hybrid system M60 White,Contoso,White,$13.33 ,$28.99 ,0501,Home & Office Phones,05,Cell phones
1355,Contoso Private Branch Exchange M88 White,Contoso,White,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1356,Contoso 4 Handset Cordless Phone System M86 White,Contoso,White,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1357,Contoso Private Automatic Branch Exchange M65 White,Contoso,White,$17.93 ,$38.99 ,0501,Home & Office Phones,05,Cell phones
1358,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso,White,$18.39 ,$39.99 ,0501,Home & Office Phones,05,Cell phones
1359,Contoso Centrex Phone System L10 White,Contoso,White,$14.24 ,$42.99 ,0501,Home & Office Phones,05,Cell phones
1360,Contoso In front of Centrex L15 White,Contoso,White,$15.57 ,$46.99 ,0501,Home & Office Phones,05,Cell phones
1361,Contoso Behind Centrex X15 White,Contoso,White,$16.56 ,$49.99 ,0501,Home & Office Phones,05,Cell phones
1362,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,White,$7.81 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1363,Contoso Expandable Cordless Phone System M008 White,Contoso,White,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1364,Contoso Phone System Accessory Handset with Charger M308 White,Contoso,White,$12.41 ,$26.99 ,0501,Home & Office Phones,05,Cell phones
1365,Contoso 2-Line Corded Cordless Telephone M202 White,Contoso,White,$13.33 ,$28.99 ,0501,Home & Office Phones,05,Cell phones
1366,Contoso 4-Line Corded Cordless Telephone M203 White,Contoso,White,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1367,Contoso Expandable 3-Handset Cordless Phone System M204 White,Contoso,White,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1368,Contoso Expandable 2-Handset Cordless Phone System M205 White,Contoso,White,$18.48 ,$40.19 ,0501,Home & Office Phones,05,Cell phones
1369,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,White,$20.15 ,$43.81 ,0501,Home & Office Phones,05,Cell phones
1370,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,White,$21.82 ,$47.44 ,0501,Home & Office Phones,05,Cell phones
1371,Contoso Digital Cordless Expansion Handset Phone M900 White,Contoso,White,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1372,Contoso 2-Line Speakerphone M109 White,Contoso,White,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1373,Contoso Phone with Memory Dialing-single line E88 White,Contoso,White,$7.23 ,$14.19 ,0501,Home & Office Phones,05,Cell phones
1374,Contoso Phone with Memory Dialing-2 lines E90 White,Contoso,White,$8.16 ,$16.00 ,0501,Home & Office Phones,05,Cell phones
1375,Contoso Integrated Business Phone With card L10 White,Contoso,White,$13.92 ,$42.00 ,0501,Home & Office Phones,05,Cell phones
1376,Contoso Integrated Business Phone L08 White,Contoso,White,$10.27 ,$31.00 ,0501,Home & Office Phones,05,Cell phones
1377,Contoso Phone for MSN E200 White,Contoso,White,$8.16 ,$16.00 ,0501,Home & Office Phones,05,Cell phones
1378,Contoso 4-Line Expandable Cordless Phone System M900 White,Contoso,White,$10.12 ,$22.00 ,0501,Home & Office Phones,05,Cell phones
1379,Contoso Lifestyles Series - Big Button Cordless phone M800 White,Contoso,White,$10.58 ,$23.00 ,0501,Home & Office Phones,05,Cell phones
1380,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White,Contoso,White,$9.66 ,$21.00 ,0501,Home & Office Phones,05,Cell phones
1381,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,Contoso,White,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1382,Contoso Single-line phones E10 Grey,Contoso,Grey,$5.09 ,$9.99 ,0501,Home & Office Phones,05,Cell phones
1383,Contoso Dual Handset Cordless Phone System E20 Grey,Contoso,Grey,$6.62 ,$12.99 ,0501,Home & Office Phones,05,Cell phones
1384,Contoso 3 Handset Cordless Phone System E30 Grey,Contoso,Grey,$8.66 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1385,Contoso Multi-line phones M30 Grey,Contoso,Grey,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
1386,Contoso KSU-less key system M38 Grey,Contoso,Grey,$12.41 ,$26.99 ,0501,Home & Office Phones,05,Cell phones
1387,Contoso Hybrid system M60 Grey,Contoso,Grey,$13.33 ,$28.99 ,0501,Home & Office Phones,05,Cell phones
1388,Contoso Private Branch Exchange M88 Grey,Contoso,Grey,$15.17 ,$32.99 ,0501,Home & Office Phones,05,Cell phones
1389,Contoso 4 Handset Cordless Phone System M86 Grey,Contoso,Grey,$16.55 ,$35.99 ,0501,Home & Office Phones,05,Cell phones
1390,Contoso Private Automatic Branch Exchange M65 Grey,Contoso,Grey,$17.93 ,$38.99 ,0501,Home & Office Phones,05,Cell phones
1391,Contoso Electronic Private Automatic Branch Exchange M90 Grey,Contoso,Grey,$18.39 ,$39.99 ,0501,Home & Office Phones,05,Cell phones
1392,Contoso Centrex Phone System L10 Grey,Contoso,Grey,$14.24 ,$42.99 ,0501,Home & Office Phones,05,Cell phones
1393,Contoso In front of Centrex L15 Grey,Contoso,Grey,$15.57 ,$46.99 ,0501,Home & Office Phones,05,Cell phones
1394,Contoso behind Centrex X15 Grey,Contoso,Grey,$16.56 ,$49.99 ,0501,Home & Office Phones,05,Cell phones
1395,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Grey,$7.81 ,$16.99 ,0501,Home & Office Phones,05,Cell phones
1396,Contoso Expandable Cordless Phone System M008 Grey,Contoso,Grey,$10.57 ,$22.99 ,0501,Home & Office Phones,05,Cell phones
